Surname               Name               HW1  HW2  HW3  HW4  HW5  EXAM
Surname7822           Name7822            8    3    2    9    7     7
Surname7823           Name7823            3    6    5    1    2     9
Surname7824           Name7824            7    2    4    2   10     1
Surname7825           Name7825            6    4   10    7    5     8
Surname7826           Name7826            6    9    6    3    4     5
Surname7827           Name7827            9    8    2    4    6     7
Surname7828           Name7828            6   10    4    5    9    10
Surname7829           Name7829            9    2    4    9    4     1
Surname7830           Name7830            7    5    8    1    6     1
Surname7831           Name7831            6    7    5    1    4     9
Surname7832           Name7832            3    4    5    5    3     1
Surname7833           Name7833            9    2    4   10    4     9
Surname7834           Name7834           10    2    6   10    7     4
Surname7835           Name7835            9    7    7    3    5     2
Surname7836           Name7836           10    3    3    6    1    10
Surname7837           Name7837            5    8    5    7    9     5
Surname7838           Name7838           10    5    2    2    5    10
Surname7839           Name7839            5    4   10    4    6     6
Surname7840           Name7840            4    2    3    8    2    10
Surname7841           Name7841            2    1    2    5    1     5
Surname7842           Name7842            7    1    3   10    1     5
Surname7843           Name7843            9   10    4    9    9     1
Surname7844           Name7844            5    3    3    3    6     7
Surname7845           Name7845            2   10    9    5    9     6
Surname7846           Name7846            6    6    9    4    3     4
Surname7847           Name7847            6    4    7    8    3     1
Surname7848           Name7848            3    7    5    7    9    10
Surname7849           Name7849            6    5    1    2    5     2
Surname7850           Name7850            9    1    2    8    3     3
Surname7851           Name7851            6    1    7    8    1     3
Surname7852           Name7852            5   10    2    1    4     2
Surname7853           Name7853           10    1    3   10    7     7
Surname7854           Name7854            1    2    6    4    1     9
Surname7855           Name7855           10    5    9    3    1    10
Surname7856           Name7856            8    7    6    3    9     7
Surname7857           Name7857            1   10   10    3    2     6
Surname7858           Name7858            8   10    8    8    1     3
Surname7859           Name7859            1    2    5    2    4    10
Surname7860           Name7860            9    9    3    4    6     7
Surname7861           Name7861            4   10    9    1    2     5
Surname7862           Name7862            8    1    1    5   10     8
Surname7863           Name7863            5    9    1    7    8    10
Surname7864           Name7864            9    3    4    1    3     5
Surname7865           Name7865            5    1   10    4    9     5
Surname7866           Name7866            1    4    3    1    8     6
Surname7867           Name7867            8    5   10    7    2     2
Surname7868           Name7868            4    2    8    6    8     2
Surname7869           Name7869            6    7    9    3    9     6
Surname7870           Name7870            3    8    7    5    5     1
Surname7871           Name7871            6    2    2    4    1     6
Surname7872           Name7872            3    5    9    3    7     9
Surname7873           Name7873            7    4    9    7    6     7
Surname7874           Name7874            7    6    3    7    7     3
Surname7875           Name7875            5    5    2    8   10     3
Surname7876           Name7876            6   10    6    8    5     6
Surname7877           Name7877            3    5    7    3    2     9
Surname7878           Name7878            2    6    4    7    3     9
Surname7879           Name7879            3    4    3    3   10     9
Surname7880           Name7880            2    2   10    8   10    10
Surname7881           Name7881            2    3    3    2    4     5
Surname7882           Name7882            8    9    3    3    8     7
Surname7883           Name7883            5    5    6    8    3     6
Surname7884           Name7884            6    3    7    2    6     8
Surname7885           Name7885           10    7    9    5    4     5
Surname7886           Name7886            9    7    2    2    4     6
Surname7887           Name7887            7   10    2   10    7     2
Surname7888           Name7888            8    1    5    7    2    10
Surname7889           Name7889            7    5    4    9    1     1
Surname7890           Name7890            6    9    1    5    9     1
Surname7891           Name7891            8   10    4   10    6     1
Surname7892           Name7892            3    4    3    4    2     4
Surname7893           Name7893            8    2    8   10    2     7
Surname7894           Name7894            4    5    1    9    6     8
Surname7895           Name7895            4    9    8    9    3     5
Surname7896           Name7896           10    7    7    5    9     2
Surname7897           Name7897            2    2    1    1    7     1
Surname7898           Name7898           10    6    9    5    9     4
Surname7899           Name7899            1    8    6    4    6     7
Surname7900           Name7900            3    9   10    4    4    10
Surname7901           Name7901           10    9    4    6   10     5
Surname7902           Name7902            7    7    6    5    9     7
Surname7903           Name7903            4    7    6    3    5     9
Surname7904           Name7904            3    8    7    2    3     6
Surname7905           Name7905            1    3    1    5    2     4
Surname7906           Name7906            4    7    6    3    4     3
Surname7907           Name7907            1    8    2   10    7     7
Surname7908           Name7908            9    7    2   10    6     5
Surname7909           Name7909            3    6    4    2    9     2
Surname7910           Name7910            6    3   10   10    4     3
Surname7911           Name7911            7    9    6    1    1     5
Surname7912           Name7912            7    1   10    1   10     2
Surname7913           Name7913            5    3    3    7    4     6
Surname7914           Name7914            1    7    1    5    2     7
Surname7915           Name7915            1    1    6    2    1    10
Surname7916           Name7916           10    8    7    5    7     8
Surname7917           Name7917            6    2    8    1    9     7
Surname7918           Name7918            2    2   10    9    4    10
Surname7919           Name7919            1    8    6    2    3     6
Surname7920           Name7920            3    2    3    1    1     9
Surname7921           Name7921            5    5    8    9   10     9
Surname7922           Name7922            8    3    6    2    1     9
Surname7923           Name7923           10    6    8    7    6     6
Surname7924           Name7924            8    3    1    8    5     5
Surname7925           Name7925            6    8    4    5    9     8
Surname7926           Name7926            9    1    1   10   10     4
Surname7927           Name7927            9    3    9   10    8     1
Surname7928           Name7928            4    8    9   10    2     1
Surname7929           Name7929            2    4    3    5    7     9
Surname7930           Name7930            2    1    7    4    6     3
Surname7931           Name7931            3    8    6    8    7     3
Surname7932           Name7932            8   10    6    1    6     8
Surname7933           Name7933           10    7    9    5    6     6
Surname7934           Name7934            7    1    9    3    6     9
Surname7935           Name7935            3    5    3    7    8     8
Surname7936           Name7936            5    4    5    7    8     9
Surname7937           Name7937           10   10    9    9    7     1
Surname7938           Name7938            1    7    6    8    8     1
Surname7939           Name7939            3    9    1    1    4     1
Surname7940           Name7940            9    6    6    7   10     2
Surname7941           Name7941            4    4    1    9    4     8
Surname7942           Name7942            3    3    3    9    1     9
Surname7943           Name7943            4    3    3    8    1    10
Surname7944           Name7944            3    1    4    5    2     4
Surname7945           Name7945            1   10   10    5    3     7
Surname7946           Name7946           10   10    6   10    6    10
Surname7947           Name7947            3    9    3   10    6     6
Surname7948           Name7948            9    3    4    9    5     6
Surname7949           Name7949            4    9    2    7    8     9
Surname7950           Name7950            3    4    4    8    8     6
Surname7951           Name7951            2   10    8    8    2     6
Surname7952           Name7952            5    4    3    6    6     1
Surname7953           Name7953           10   10    1    2    5     3
Surname7954           Name7954            3   10    6    5    1     6
Surname7955           Name7955            4    7    5   10    2     2
Surname7956           Name7956            3    8    2    4   10     3
Surname7957           Name7957            1    1    1    8    6     8
Surname7958           Name7958            4    8    2    5    5     6
Surname7959           Name7959            4    9    1    9    9     8
Surname7960           Name7960            4   10    9    3    2     3
Surname7961           Name7961            6    4    6    4    5     4
Surname7962           Name7962            2    8    7    3    2     1
Surname7963           Name7963            3    8   10    4    6     6
Surname7964           Name7964            8    3    4    1    1     1
Surname7965           Name7965            2    3    9    8    3     9
Surname7966           Name7966            4    4    8    3    7     5
Surname7967           Name7967            6    4    1    4    7    10
Surname7968           Name7968            2    4    2    7    1     3
Surname7969           Name7969            4    5   10    4    4    10
Surname7970           Name7970            2    5    4   10    4    10
Surname7971           Name7971           10    7    8    2    5     6
Surname7972           Name7972            6   10    8    1    3     6
Surname7973           Name7973            8    5    9    9    3     8
Surname7974           Name7974            8    8    5    5    6     3
Surname7975           Name7975            2    4   10    7    7     7
Surname7976           Name7976            1    7    1    7    2     5
Surname7977           Name7977            8    3    4   10    5     9
Surname7978           Name7978            6    5    6    4    4     5
Surname7979           Name7979           10    9    7    2    2     2
Surname7980           Name7980           10    7    6    5    3     3
Surname7981           Name7981            6    2    1   10    9     2
Surname7982           Name7982            4    6    9    4    5     4
Surname7983           Name7983           10    2    7    8    4     5
Surname7984           Name7984            1    6    2    6   10     4
Surname7985           Name7985            6    2    6    1   10     3
Surname7986           Name7986            4    8    9    1    3     2
Surname7987           Name7987           10   10    4    6    1     3
Surname7988           Name7988            6    6    6    6    4    10
Surname7989           Name7989            9    8   10    3    7     7
Surname7990           Name7990            2    9    6    3    5     2
Surname7991           Name7991            4    6    8    7    8     6
Surname7992           Name7992            7    8    9    6    1     4
Surname7993           Name7993            3    4    5    5    1     9
Surname7994           Name7994            2    5    1    2    2     2
Surname7995           Name7995            3    3    6    3    8    10
Surname7996           Name7996            7    1    2    4    9    10
Surname7997           Name7997            4    9    1   10    5     1
Surname7998           Name7998            7   10    5    4   10     5
Surname7999           Name7999           10    9    5    2    8     1
Surname8000           Name8000            3    6    3    4    9     7
Surname8001           Name8001            4    7    4    1    8     1
Surname8002           Name8002            5    1    7    1    6     3
Surname8003           Name8003            7    1    6    4   10     6
Surname8004           Name8004            6    2    4    6    7     6
Surname8005           Name8005            8    1    2   10    4     6
Surname8006           Name8006            3    3    1    3    1     1
Surname8007           Name8007            8   10    7    1    3     8
Surname8008           Name8008            4    3    7    2    3     8
Surname8009           Name8009            5    6    3    7    1     5
Surname8010           Name8010            9    6    8    3    4    10
Surname8011           Name8011            8    3    6    4    6     1
Surname8012           Name8012            3    7    6    5    3     9
Surname8013           Name8013            4    8    5    8    5     4
Surname8014           Name8014            5    4   10    9    9     7
Surname8015           Name8015           10    4    9    3    6     9
Surname8016           Name8016            4    2    2    9    2     2
Surname8017           Name8017            9    7    1    4    3     4
Surname8018           Name8018            3    7    7    9    9     9
Surname8019           Name8019           10    3    6    1    3     1
Surname8020           Name8020            3    7    4    5    9     4
Surname8021           Name8021            2    5    2    5    3     7
Surname8022           Name8022            7    4    3    7    5     2
Surname8023           Name8023            8    4    7   10    9     7
Surname8024           Name8024            7    1    1    4    4     1
Surname8025           Name8025            3   10    3    6    7     8
Surname8026           Name8026            6   10    3    1    2     5
Surname8027           Name8027            1    2    7    1    3     5
Surname8028           Name8028            5    1    6    8    2     9
Surname8029           Name8029            1    6    2    7    7     8
Surname8030           Name8030            4    9    5    8    7     6
Surname8031           Name8031            9    7    2    3    4     1
Surname8032           Name8032            4    3   10    8   10     1
Surname8033           Name8033            1    9    7    5    3     5
Surname8034           Name8034            3    5    5    8    6     8
Surname8035           Name8035            2    1    4    5   10     8
Surname8036           Name8036            8    1    9    6    7     4
Surname8037           Name8037            5    6    4    6    9     6
Surname8038           Name8038           10    9    6    4    9    10
Surname8039           Name8039            1    8    6    9    5     7
Surname8040           Name8040            9    6    9    6   10     5
Surname8041           Name8041            1   10    2    9    2     3
Surname8042           Name8042            2    3   10    3    6     5
Surname8043           Name8043            7    2    9    1    3     9
Surname8044           Name8044            8    3    1    3    7     3
Surname8045           Name8045            6    9    7    7    9     5
Surname8046           Name8046            9    3    2    1    2     3
Surname8047           Name8047            5    4    6    9    2     8
Surname8048           Name8048            8    1    3    8   10     6
Surname8049           Name8049           10    6    2    7   10     6
Surname8050           Name8050            2    1    3    3    1     7
Surname8051           Name8051           10    4    9    5    5     7
Surname8052           Name8052            8    2    6   10    5     2
Surname8053           Name8053            8    8    1    7    6     8
Surname8054           Name8054            2    4    6    8    7     5
Surname8055           Name8055            4    6    8    6    6     7
Surname8056           Name8056            5    5   10    3   10     4
Surname8057           Name8057            9    7   10    1    7     3
Surname8058           Name8058            7    6    5    5    4     2
Surname8059           Name8059           10    4    4   10    3     7
Surname8060           Name8060            5    7    6    9    3     8
Surname8061           Name8061            8    9    9    3    2     6
Surname8062           Name8062            5    3    9    7    9     3
Surname8063           Name8063            6    2    6    9   10     9
Surname8064           Name8064            3    5    1    3    4     5
Surname8065           Name8065           10    9    1    8    7     8
Surname8066           Name8066            1   10    2    3    4     5
Surname8067           Name8067            9    8   10    5    3     3
Surname8068           Name8068            7    4    5    6    4     6
Surname8069           Name8069            3    2    4    6    6     9
Surname8070           Name8070           10    2    2   10    9     7
Surname8071           Name8071            7    6    1    1   10     5
Surname8072           Name8072            5    1    9    1    4    10
Surname8073           Name8073            8    6    8   10   10     8
Surname8074           Name8074            3    1    2   10    2     6
Surname8075           Name8075            6    5    1   10    1     2
Surname8076           Name8076            3    3    3    6    3     8
Surname8077           Name8077            9    5    6    8    3     4
Surname8078           Name8078            9    7    1    1    9    10
Surname8079           Name8079            1    3    5    9   10     7
Surname8080           Name8080            9    8    8    8    6    10
Surname8081           Name8081            4    1    6    3   10     5
Surname8082           Name8082            4    2    6    3    5     4
Surname8083           Name8083            2    6    1    5    4     2
Surname8084           Name8084            5   10    6    5    7     1
Surname8085           Name8085            2    4    5    3    4     2
Surname8086           Name8086           10   10    5    2    7     6
Surname8087           Name8087            2    7    1   10    1     8
Surname8088           Name8088            9    8    5    5    1     3
Surname8089           Name8089            7    6   10    1    3     1
Surname8090           Name8090           10    7    7    5    7     8
Surname8091           Name8091            8    8    5    5    5     5
Surname8092           Name8092            8    9    6    5    5     5
Surname8093           Name8093            3    8    4    6    6     5
Surname8094           Name8094            1    8    1    5    6     2
Surname8095           Name8095            5    4    7    3    1     5
Surname8096           Name8096            3    2    1    3    5     5
Surname8097           Name8097            5    7    5    8    1     5
Surname8098           Name8098            2    5    4    5    6     1
Surname8099           Name8099            1    8    9    8    9     7
Surname8100           Name8100            3    8    7    8    4     2
Surname8101           Name8101            2    5    1    2   10     2
Surname8102           Name8102           10    4    3    5    5     4
Surname8103           Name8103            5    2    4    3    7     3
Surname8104           Name8104            1   10    1    8    6     4
Surname8105           Name8105           10    6    1    8    4     6
Surname8106           Name8106            7    9    6    9    2     8
Surname8107           Name8107           10    4    4    9    6     5
Surname8108           Name8108            4    6    2    8    1     3
Surname8109           Name8109            1    4    4    6    5     4
Surname8110           Name8110            4    2    3    4    9     8
Surname8111           Name8111            8    8    7    8    1     1
Surname8112           Name8112            2    1    5    9    3     1
Surname8113           Name8113            5    9    8    1    1    10
Surname8114           Name8114            1    7    6    8   10     2
Surname8115           Name8115            4   10    5    7    8     7
Surname8116           Name8116            2    1    1   10    1     5
Surname8117           Name8117            7    7    2    8    6     6
Surname8118           Name8118            3    4    2    4    6     6
Surname8119           Name8119            3    3    6    5    9     9
Surname8120           Name8120            1    9    6    7    8     1
Surname8121           Name8121            1    3    6    1    2     4
Surname8122           Name8122            7    9    2    9   10    10
Surname8123           Name8123            2    1    2    8    8     5
Surname8124           Name8124            2    8    7    5    8     9
Surname8125           Name8125           10    7    1    6    2     7
Surname8126           Name8126            8    3    3    8    7     3
Surname8127           Name8127            6    7    7    4    2     6
Surname8128           Name8128            8    4    9    4    6     8
Surname8129           Name8129            8    6    6   10    4     3
Surname8130           Name8130            4   10    2    4   10     5
Surname8131           Name8131            6    5    5    6    1     4
Surname8132           Name8132            4    7    6    7    9     3
Surname8133           Name8133            7    6    3    9    5     5
Surname8134           Name8134            4    2    4    4    3     9
Surname8135           Name8135            2    3    7    3    4     3
Surname8136           Name8136            1    3    3    9    5     9
Surname8137           Name8137            2    2    1    6    6     5
Surname8138           Name8138            1    1   10    7    1     6
Surname8139           Name8139            9    8    1    9    7     5
Surname8140           Name8140            5    6    7    5    1     9
Surname8141           Name8141            5    6   10    1    2     9
Surname8142           Name8142            5    1   10    4    8     9
Surname8143           Name8143            2    9    6    7    8     1
Surname8144           Name8144            8    4    4    5    8     8
Surname8145           Name8145            7    7    8    3   10     6
Surname8146           Name8146            6    2    5    9    7     2
Surname8147           Name8147            5   10    5   10    5     6
Surname8148           Name8148            2    3    8    6    3     6
Surname8149           Name8149            8    6    9    4    7     4
Surname8150           Name8150            3    4    3    2    1     3
Surname8151           Name8151            8    8    3    1    2    10
Surname8152           Name8152            5    5    7    2    3     1
Surname8153           Name8153            1    2    1    9    3     6
Surname8154           Name8154           10    6    2    6   10     2
Surname8155           Name8155            3    1    4    6   10    10
Surname8156           Name8156            1    5    3    3    6     7
Surname8157           Name8157            3    7    3    3    4     6
Surname8158           Name8158            9    2   10    4    1     5
Surname8159           Name8159            5    7    5    8    6     5
Surname8160           Name8160            9    7    6    5   10     9
Surname8161           Name8161           10    7    4    6    8     3
Surname8162           Name8162            9    7    9    8    3     1
Surname8163           Name8163            1    3   10    7   10     7
Surname8164           Name8164            7    6    8    6    6     8
Surname8165           Name8165            7    1    5    4   10     2
Surname8166           Name8166           10    6    2    5    2     9
Surname8167           Name8167            4    8    1    2    5     9
Surname8168           Name8168            9   10    3    5    6     9
Surname8169           Name8169            4    4   10    7    8     2
Surname8170           Name8170            8    5    4    8    9    10
Surname8171           Name8171            2    2    5    1    4     5
Surname8172           Name8172            1    7    7    3    2     5
Surname8173           Name8173            3    1    6    9    2     1
Surname8174           Name8174            9    3    3    7    5     3
Surname8175           Name8175            8    3    5    7   10    10
Surname8176           Name8176            7    6    9    9    5     7
Surname8177           Name8177            5    3    6    1    4     6
Surname8178           Name8178           10    7    6   10   10     2
Surname8179           Name8179            5    4    6    9    4     9
Surname8180           Name8180            1    6    4    6    1     7
Surname8181           Name8181            9    4    9    7    7     7
Surname8182           Name8182            6    6    2    6    3     3
Surname8183           Name8183            5    6    2    8    5    10
Surname8184           Name8184            7    2    3    5    8     1
Surname8185           Name8185            5    8    7    2    4     1
Surname8186           Name8186            9   10    3    2    2     6
Surname8187           Name8187            1    4    4   10    1     1
Surname8188           Name8188            8   10    5    9    2     7
Surname8189           Name8189            4    1    5    8    8     1
Surname8190           Name8190            9    6    1    8   10     9
Surname8191           Name8191            4    4    6    2   10    10
Surname8192           Name8192            6    3    7    6    9     4
Surname8193           Name8193            1    6    6    3    9     6
Surname8194           Name8194            3    5    1    3    5     9
Surname8195           Name8195            3    6    7    6    2     1
Surname8196           Name8196            9    1    7    9    4     4
Surname8197           Name8197            6    2    7    1    6     6
Surname8198           Name8198            1    1    5    7    7     9
Surname8199           Name8199            9    1    3    5    9     4
Surname8200           Name8200           10    2    1    1    3     6
Surname8201           Name8201            8    5    5    7    2    10
Surname8202           Name8202            1    8    7    4    1     6
Surname8203           Name8203            5   10   10    8    1    10
Surname8204           Name8204            2    5    4    4    6     4
Surname8205           Name8205            9   10   10    7   10    10
Surname8206           Name8206            1    8    1    2    6     5
Surname8207           Name8207            7    3    8    5    2     7
Surname8208           Name8208            7   10    8    8   10     2
Surname8209           Name8209            4    5    4    4    9     8
Surname8210           Name8210            5    1    6    3    9     3
Surname8211           Name8211            3    1    1    6    2     6
Surname8212           Name8212            4    2    3   10    7     7
Surname8213           Name8213            6    6    6    8    4     3
Surname8214           Name8214            3    9    5    9    8     7
Surname8215           Name8215            4    7    2    7   10     1
Surname8216           Name8216            1   10   10    9    6     3
Surname8217           Name8217            5    4    5    7    7     1
Surname8218           Name8218           10    9    2    1    1     9
Surname8219           Name8219            8    3    2    4    2     2
Surname8220           Name8220            2    3    7   10    7     8
Surname8221           Name8221            3    1    5    1   10     5
Surname8222           Name8222           10    8    2    8    4     3
Surname8223           Name8223            5    8    7    2    8     7
Surname8224           Name8224            5    9    3    8    8    10
Surname8225           Name8225            8    6    5    7    2     1
Surname8226           Name8226            1    5    1    9    8     8
Surname8227           Name8227            6   10    3    3    2     9
Surname8228           Name8228            8    1    6   10    9     3
Surname8229           Name8229            7    4    7   10    5     2
Surname8230           Name8230            4   10    2    7    4     1
Surname8231           Name8231            5    5    9   10    9     9
Surname8232           Name8232           10   10    8    5    2     2
Surname8233           Name8233           10    6    1    8    8     9
Surname8234           Name8234            9    7    9    2    4     9
Surname8235           Name8235            8    8    6    9    2     1
Surname8236           Name8236            7    8    6    4    9     4
Surname8237           Name8237            7    1    9    4    5     6
Surname8238           Name8238            7    4    4   10    3     5
Surname8239           Name8239            6    1    9    1    5     9
Surname8240           Name8240            9    6    3    8    6     8
Surname8241           Name8241            4   10    6    3    5    10
Surname8242           Name8242            7    9    9    9    5     5
Surname8243           Name8243            7    3    3    1    5     4
Surname8244           Name8244            6    5    1    8    3     8
Surname8245           Name8245            2    3    3    6    9     4
Surname8246           Name8246            7    4    3    8    8     1
Surname8247           Name8247            8    1    3   10    1     9
Surname8248           Name8248            6    6    3    1    6     4
Surname8249           Name8249            2    2    1    9    7     4
Surname8250           Name8250            3    4    4    4    8     8
Surname8251           Name8251            2    5    7   10   10     3
Surname8252           Name8252            5    9    9    5    5     6
Surname8253           Name8253           10    9    3    3    8     2
Surname8254           Name8254           10    2    3    1    4     9
Surname8255           Name8255            1    2   10    6    2     9
Surname8256           Name8256            6    5    7    3    6     1
Surname8257           Name8257            3    7    5    3    4     9
Surname8258           Name8258            8    7   10    4    5     3
Surname8259           Name8259            2    8    6   10    7     8
Surname8260           Name8260            3    2    8    3    3     3
Surname8261           Name8261            8    6   10    2    5    10
Surname8262           Name8262            3    9    3    3    9     7
Surname8263           Name8263            9    1    5    6    3     4
Surname8264           Name8264            4    2    2    1    4     9
Surname8265           Name8265            2    1    3    1    6     1
Surname8266           Name8266            2    8    1    6    6     2
Surname8267           Name8267            8    4    9    9    1     5
Surname8268           Name8268            6    4    6   10    4     9
Surname8269           Name8269            9    5    8    8    3     5
Surname8270           Name8270            8    5    5    1    7     5
Surname8271           Name8271            5    1    1    6    4     2
Surname8272           Name8272            4    8    3    7    4     4
Surname8273           Name8273            4    8   10    2    8     2
Surname8274           Name8274            5    1    3    5    2     2
Surname8275           Name8275            1    2    1    9    3    10
Surname8276           Name8276            1    3    4    5    8     4
Surname8277           Name8277            3    6    7   10    5     4
Surname8278           Name8278           10    1    8    5    9     8
Surname8279           Name8279            2    6    6    4    2    10
Surname8280           Name8280            4    1    3    2    3     9
Surname8281           Name8281            2    2    5    9    4     1
Surname8282           Name8282            5    9    9    6    1     1
Surname8283           Name8283            6    4    9    5    5     3
Surname8284           Name8284            9    3    9   10    6     1
Surname8285           Name8285            8    6    6    3    2    10
Surname8286           Name8286           10    8    9    1    6     6
Surname8287           Name8287            8    5    7    1    1     7
Surname8288           Name8288            9    7    1    1    1     7
Surname8289           Name8289            8    9    8    2    5     8
Surname8290           Name8290            8    3    4    1    1     4
Surname8291           Name8291            4    6    5    8    6     7
Surname8292           Name8292            6   10    9    1    1     3
Surname8293           Name8293            5    8    9    1    9     6
Surname8294           Name8294            5    8    6    3    9    10
Surname8295           Name8295           10   10    2    3    5     7
Surname8296           Name8296            3    1    2    2    7    10
Surname8297           Name8297            4    7    5    4    1     7
Surname8298           Name8298            3    9   10    7    3     7
Surname8299           Name8299            2    1   10    2    8     2
Surname8300           Name8300            5    4    1    7   10     6
Surname8301           Name8301            9   10    2    7    8    10
Surname8302           Name8302            6    5   10    9    1    10
Surname8303           Name8303            8   10    9    7    5     9
Surname8304           Name8304            6    5   10    8    2     8
Surname8305           Name8305            2    8   10    8    7     7
Surname8306           Name8306            2    4    3    5    1     8
Surname8307           Name8307            9    4    6    2    1     6
Surname8308           Name8308            5    7    3    8    4     6
Surname8309           Name8309            4    6    4    7    2     7
Surname8310           Name8310            9    5    9    2    4     1
Surname8311           Name8311            2    3    9    4    3     6
Surname8312           Name8312            3    5    4   10    6     2
Surname8313           Name8313            1    1   10    8    7     4
Surname8314           Name8314            6    1    1    2    2     2
Surname8315           Name8315            1    2   10   10    4     8
Surname8316           Name8316            5    1    3    4    3    10
Surname8317           Name8317            6    7    2    3    3     4
Surname8318           Name8318            4    9    2   10    6     1
Surname8319           Name8319            2    1    1    2    5     3
Surname8320           Name8320           10   10    4    4    1     2
Surname8321           Name8321            7    3    2    5    5     8
Surname8322           Name8322            8    4    3    6    4     7
Surname8323           Name8323            3    6   10    2    4     7
Surname8324           Name8324            3    5    1    9    8     1
Surname8325           Name8325            9    7   10    8    5     1
Surname8326           Name8326            4    6    2    3    2     7
Surname8327           Name8327            4    1    5    3    4     3
Surname8328           Name8328            1    4    8    6    2     7
Surname8329           Name8329            1   10    3    6    9    10
Surname8330           Name8330            3    5    8    6    1     3
Surname8331           Name8331           10    8    4    7    8     7
Surname8332           Name8332            8    2    3    5    7     8
Surname8333           Name8333            2    7    7    6    1     9
Surname8334           Name8334            9   10    5    9    1     1
Surname8335           Name8335            4    6    5    4    7     6
Surname8336           Name8336            9    1    3    4    5     2
Surname8337           Name8337           10    3    5    1    9     6
Surname8338           Name8338            8    8    6    7    7     9
Surname8339           Name8339            5    3    3    2    2     5
Surname8340           Name8340            5    4    9    1    2     5
Surname8341           Name8341            8    3    4   10    9     9
Surname8342           Name8342            3    2    1    6    8     2
Surname8343           Name8343            2    3    2    6    4     1
Surname8344           Name8344            8    2    4    6    8     8
Surname8345           Name8345            6   10    1    2    5     2
Surname8346           Name8346            4    5    1    2    2    10
Surname8347           Name8347            6    8    9    1    7     6
Surname8348           Name8348            4   10    7    1   10     2
Surname8349           Name8349            6    2    4    9    9     4
Surname8350           Name8350            9   10    7    7   10     6
Surname8351           Name8351            2    1    8    7    5     5
Surname8352           Name8352            8    7    2    8    4    10
Surname8353           Name8353            6    2    6    1    5     4
Surname8354           Name8354           10    8    3    6    9     1
Surname8355           Name8355            9    7    5    8    8     4
Surname8356           Name8356            5    1    8    9    4    10
Surname8357           Name8357            5    3    5    2    5    10
Surname8358           Name8358            8   10    8    4    3    10
Surname8359           Name8359           10    1    2    2    3     1
Surname8360           Name8360            2    3   10    2    6     3
Surname8361           Name8361            6    8    2    8    6     8
Surname8362           Name8362            2    5    5    1    9     8
Surname8363           Name8363           10    7    1   10    5     6
Surname8364           Name8364            7    1    1    6    4     3
Surname8365           Name8365            8    7    7    8    9     2
Surname8366           Name8366            6    5    3    5    3     6
Surname8367           Name8367           10    1    1    5    8     3
Surname8368           Name8368            2    4    5    5    7     9
Surname8369           Name8369            3    4   10    5   10     5
Surname8370           Name8370            1    7    4    4    4     9
Surname8371           Name8371            3    9    2    3    8     8
Surname8372           Name8372            3    6   10    6    3     3
Surname8373           Name8373            1    9   10    2    4     9
Surname8374           Name8374            6    6    4    2    3     5
Surname8375           Name8375            7    6    6    4    2     4
Surname8376           Name8376            6    7   10    8    8     1
Surname8377           Name8377           10    7    8   10    6     2
Surname8378           Name8378            8    9    4    2    6     7
Surname8379           Name8379            3    7    9    8    4     7
Surname8380           Name8380            8    4    2    3    8     6
Surname8381           Name8381            6    5    3    7   10     5
Surname8382           Name8382            8    9    1    7    8     1
Surname8383           Name8383            1    3    3    4    8     8
Surname8384           Name8384            5    2    1    9    7     1
Surname8385           Name8385            3   10    9    9    4     1
Surname8386           Name8386           10    5    9    2    8     3
Surname8387           Name8387            6    8    1   10   10    10
Surname8388           Name8388            5    8    1   10    5     4
Surname8389           Name8389           10    4    1    6    3     5
Surname8390           Name8390            8    8    4    1    7    10
Surname8391           Name8391            3    4    9    2   10     7
Surname8392           Name8392            7    6    5    3    1     1
Surname8393           Name8393            3    7    8    6    9     7
Surname8394           Name8394            2    3    8    6    4     2
Surname8395           Name8395            2    7    8    4    2     3
Surname8396           Name8396            8    4    3    1    4     5
Surname8397           Name8397            3    5    2    5    4     6
Surname8398           Name8398           10    4    1    2    8     4
Surname8399           Name8399            4    1    6    2    2     7
Surname8400           Name8400            6   10    4    9    4     4
Surname8401           Name8401            4    8    9    1    1     5
Surname8402           Name8402            8    5    9    5    4     5
Surname8403           Name8403            8    5    3    3    1     7
Surname8404           Name8404            6    1    2    2    9    10
Surname8405           Name8405            7    5    4    9    3     7
Surname8406           Name8406           10    9   10    4    4     4
Surname8407           Name8407            4   10    2    5    3     7
Surname8408           Name8408            9    1    7    6    4     7
Surname8409           Name8409            9   10    3    4    8     4
Surname8410           Name8410            5    5    8    4    4     5
Surname8411           Name8411            2    9    6   10    6     5
Surname8412           Name8412            7    1    2    6   10     4
Surname8413           Name8413            3    7    1    2    5     4
Surname8414           Name8414            4    2    4    9    4     3
Surname8415           Name8415            9    3    6    6    6    10
Surname8416           Name8416            6    8    6    4    1     8
Surname8417           Name8417            5    3    9    3    4     9
Surname8418           Name8418            2    1   10   10    3     9
Surname8419           Name8419            5    5    9    3    9     4
Surname8420           Name8420            6    1    1    7    4     9
Surname8421           Name8421            1    6    1    3    3    10
Surname8422           Name8422            5    2   10    5    2     9
Surname8423           Name8423            3    3    7    5    7     9
Surname8424           Name8424            3    7    4    8    3     1
Surname8425           Name8425           10    3    4    6    5     4
Surname8426           Name8426            4    8   10    2    2     5
Surname8427           Name8427            8    9    4    9    8     5
Surname8428           Name8428            2    5    3    9   10     1
